Rise Online: Return of the Legendary Player,8.6,111,"In the game Myth2, Klaus Park was already considered a top player at just 13 years old. With his advanced knowledge of the game and methods of adapting to the most varied situations, he became a world champion younger than anyone else. However, due to a tragic incident, he left his team and the gaming world a year later.
Now, 7 years after leaving the professional scene, he returned to play the eminent VRMMORPG called Rise Online, a unique game of unrestricted freedom whose number of players already exceeds one hundred million. This game allows players to use real-world skills such as martial arts, archery, blacksmithing, or reaction time for their own benefit, along with the freedom to explore 7 colossal, mythological worlds.Planning how to conquer dungeons? Fight against powerful guilds? Slay the Werewolf King? Face hordes of thousands of zombies? Have the power to revive the dead? Or discover unknown battle techniques?None of this is impossible for Klaus, a legendary player, and holder of the Psych Class, allowing him to see and talk to spirits, copy abilities, cast magic items, and see the signs that no one else can see across the worlds. His real goal is to reach the throne of the paranormal world and the top of the player and guild ranks of Rise Online. No matter what is in front of him, he will be head-on with his best, be it the High Lord of Vampires or the strongest Guild Master.","[""NandoFalske""]","[""Game"",""Video Games""]",Webnovel,"[""Ongoing""]",./images/Rise_Online__Return_of_the_Legendary_Player.png
"With My System, I Can Even Tame Gods",8.7,147,"After being sent to another world because of a god's mistake, Lin Fan obtained the ability to...tame?
""What? As long as I raise affection, I can tame anything? Even gods?""
""Could I even make a harem with this power?""","[""DXHaseoXD""]","[""Fantasy""]",Webnovel,"[""Ongoing""]",./images/With_My_System__I_Can_Even_Tame_Gods.png
Legacy of the Dark Sage,8.7,341,"When Kyran turned 18, his life turned upside down.
The Royal Army raided his clan because his supposedly non-existent magic got exposed. On that fateful night, he was the only one who escaped.
Up to the present, the status of his clan was unknown.
A magic inheritance that became a curse, Kyran became a fugitive. Always on the run... living in fear when the Royal Army finally captures him.
At least that's what most people thought...
""I'll definitely save my family. And I will make all those who made my clan suffer pay tenfold. I'll make use of this magic they so feared, and show them what real terror is....""","[""Lessyr""]","[""Fantasy"",""Action"",""Adventure"",""Romance"",""Tragedy""]",Webnovel,"[""Ongoing""]",./images/Legacy_of_the_Dark_Sage.png
The Invincible Full-Moon System,8.6,554,"The sinful act of Humanity brings forth a great calamity towards themselves, or so they thought.
Supernatural Creatures start to emerge and claim half of Earth, The Supernatural Creatures are way too powerful pushing Humanity into the corner. Humanity begins to counter the supernaturals when humanity accessed power blessed by the gods. Humanity calls them the Awakened.
Rex Silverstar has a traumatic experience on the day the supernatural emerges, he lost his family and his home. The only thing he has to keep going is his hatred towards the supernaturals.
Rex decided to join the military in hopes to help exterminate the supernatural.
On a fateful night, In a near-death experience, he is given a chance by the system where his life will be turned around.
He completes the system's quest and massacres supernaturals to become more powerful until he found another side of the supernatural.
""Blood Moon detected. Mental stats are too low unable to contain the blessing of the moon, transforming forcefully""
""WHAT?! I'm a human! What transformation?!""
""Sanity stat is 40%, Losing consciousness while in transformation state""","[""Mrboogey13""]","[""Fantasy"",""Action"",""Adventure"",""Romance""]",Webnovel,"[""Ongoing""]",./images/The_Invincible_Full_Moon_System.png
Code Zulu Alpha: Nerd in the Apocalypse!,8.6,477,"""Better to have and not need than to need and not have.""
Sky Ishiyama is a nerd with Photographic Memory who after the bumps and turns in his life, turned to be a Doomsday Prepper.
The story takes place in our world where our MC was diving through the Dark Web just for fun and discovered something that could only be found in books, movies, novels, manga, anime, or games.
Zombies, Walkers, Freaks, Infected, Biters, or whatever you may call them.
They're fucking real.
Ever wondered what you could do in a zombie apocalypse where you actually know what you're doing? Actually surviving properly while preventing stupid deaths? Doing what is right and necessary? Or better yet, actually doing what you shout in the monitor when you're watching a film?
Our MC is coupled with the knowledge of not just fighting z's but actually surviving by securing his home, finding allies, scavenging for supplies, building a community and so much more.
If you could, kindly like the tags I've put up and it would be huge, huge help for me, thanks in advance! Also, a comment, a review, or even a vote of a single power stone would help me out a lot! Thanks again!","[""Sky2316""]","[""Action"",""Comedy"",""Horror"",""Martial Arts"",""Romance"",""Sci-fi""]",Webnovel,"[""Ongoing""]",./images/Code_Zulu_Alpha__Nerd_in_the_Apocalypse_.png
Guide to raise my cutie husbands,8.7,465,"Yu Dong , a cultivator from the zombie apocalypse transmigrated over to another world after she died fighting a mob of zombies - the moment she opened her eyes , someone told her that her wife was giving birth - Yu Dong was stunned , she hurriedly reached to touch her chest , to check whether or not she was still a woman - the two perky mounds told her she was - instantly she looked at her bottom , she wanted to check whether or not she was a ‘ real woman ,’ but before she could - she was hauled to where her wife was giving birth - and what she saw made her want to pass out again -
Because her wife was a man ! And she didn’t have just one wife but three !
Yu Dong looked at the man who was groaning on the bed and nearly blacked out- whatever at least she didn’t have to chop zombies for living , right ?","[""fairytail72""]","[""Historical"",""Romance"",""Comedy"",""Slice of Life""]",Webnovel,"[""Ongoing""]",./images/Guide_to_raise_my_cutie_husbands.png
Number One Dungeon Supplier,8.6,529,"In a modern world where cultivators need a place to cultivate or vent  their boredom, there are private businesses that set up instance  dungeons with the aid of technology and cultivation magic to enable  cultivators to train and commoners to experience the life of  cultivation. They are called dungeon suppliers.
Xie Jin's one and  only dream was to be a dungeon supplier and when his only relative  passed away, the relative's inheritance gave him a plot of land and  surprisingly, a 'System' Module which the relative had previously used.
With the help of the system, Xie Jin decided to pursue his dream of becoming the number one dungeon supplier.
-----------(13/8/2020)  Author's opinion: At this point, this book had hundreds of chapters  worth of content which I had planned for a long time. If you wish to  undertake the book and appreciate the story, please read it up till  chapter 300s to understand the sudden twist in chapter 100s.
i  will admit that during that time, I am still a young budding author and  could have expressed the story better in the early hundred chapters. But  I assure you the story development is worth it.","[""Moloxiv""]","[""Fantasy""]",Webnovel,"[""Ongoing""]",./images/Number_One_Dungeon_Supplier.png
You Cannot Afford To Offend My Woman,8.5,1938,"He is an undead who is devoid of all humanity, he is the one and only supreme overlord, he is a man who has severe mysophobia.
There are many people who try to act cool in front of him, whatever  soldier king, assassin, system user, transmigrator, reincarnator, the  strong returning, the strong coming down from the mountain, person  coming back from the immortal world, reincarnation of the devil king,  immortal emperor possessing someone’s body, and so on, all of them do  not know what will happen next.","[""San Qian Fu Shi"",""三千浮世""]","[""Action"",""Comedy"",""Drama"",""Harem"",""Mature"",""Romance"",""Seinen"",""Slice of Life"",""Xuanhuan""]",xiainovel,"[""Ongoing""]",./images/You_Cannot_Afford_To_Offend_My_Woman.png
Beyond the Timescape,8.7,340,"Xu Qing lives in a world where the weak are the prey of the strong, and every day is a fight to survive. The aura of a god has polluted the entire world, including the resources necessary to practice cultivation. As a result, cultivators risk mutation and death when they try to become more powerful. Xu Qing’s goals are simple: he wants to survive, and he wants to find his lost family. He lives in brutal, ruthless, and chaotic circumstances, but he encounters good people that become his close friends. He is not crafty and cowardly like Bai Xiaochun. He is not clever and greedy like Meng Hao. He is his own person, and if you want to find out what he’s like… you’ll have to start reading!
Official blurb translated from Chinese:
All living beings in heaven and earth are guests in a tavern. The timescape is also an old customer.
The difference between life and death is like the difference between dreaming and waking. Even years of study might not reveal the truth of such complex transformations.
What awaits on the other side of life and death? What surpasses heaven and earth? What lies beyond the timescape?
Er Gen, the author of Renegade Immortal, Pursuit of Truth, I Shall Seal the Heavens, A Will Eternal, and A World Worth Protecting, brings you his sixth novel Beyond the Timescape.","[""Er Gen""]","[""Fantasy"",""Xianxia"",""Action""]",Wuxiaworld,"[""Ongoing""]",./images/Beyond_the_Timescape.png
Regressor Instruction Manual,8.9,458,"One day, I was summoned to this world.
Beasts poured out, and an incredible crisis came.
My talent couldn’t have been worse.
[The player’s talent level is at rock bottom.] [Almost all the numbers are hopeless.] Whether chosen warriors or talented wizards.
Whether you’ve gone back in time.
You have to take advantage of everything in order to survive.
“What about tr*sh? What can you do to survive?”","[""Heulgsujeo""]","[""Action"",""Adventure"",""Comedy"",""Fantasy"",""Harem"",""Mature"",""Psychological"",""Seinen""]",Active Translations,"[""Ongoing""]",./images/Regressor_Instruction_Manual.png
Cultivation Chat Group,8.6,8988,"One day, Song Shuhang was suddenly added to a chat group with many seniors that suffered from chuuni disease. The people inside the group would call each other ‘Fellow Daoist’ and had all different kinds of titles: Palace Master, Cave Lord, True Monarch, Immortal Master, etc. And even the pet of the founder of the group that had run away from home was called ‘monster dog’. They would talk all day about pill refining, exploring ancient ruins, or share their experience on techniques.
However, after lurking inside the group for a while, he discovered that not all was what it seemed…","[""Legend of the Paladin"",""圣骑士的传说""]","[""School Life"",""Slice of Life"",""Action"",""Adventure"",""Comedy"",""Fantasy"",""Martial Arts"",""Xianxia""]",Qidian International,"[""Ongoing""]",./images/Cultivation_Chat_Group.png
My Celestial Ascension,8.6,275,"Warning!!!  Mature Content (R18)
Yuan wakes up in the body of an 18-year-old boy who oddly resembles his former self from Earth and also goes by the same name. He was an orphan on Earth who passed away after being told that he had leukemia because he was unable to pay for his treatment because he was struggling to make ends meet.[Ding! The system has successfully rebooted.]Watch this brilliant young man as he and his partners achieve the pinnacle of cultivation and go on to become legendary figures in the future.","[""LittleBastard879""]","[""Fantasy""]",Webnovel,"[""Ongoing""]",C:\Users\DELL\Desktop\Some Web Tutorial\webnovel\frontend\public\images\My_Celestial_Ascension.png
Primordial 'Dual Cultivator' Dragon With System,8.5,333,"Ling Yun was the son of a wealthy businessman. But one day, his mother finds out that her husband is having an affair with his secretary. And after that she decided to divorce her husband, but at that time she did not realize that she was pregnant with Ling Yun.
After learning about her pregnancy, she decided to move to another city. And since then, their lives have been up and down. Because of the economic crush, and also his mother's health was getting worse.
He decided to take the 'Dark' path, which led him to near death. But just as Ling Yun was nearing his end, he heard a little girl's voice asking him.
""Do you want to live?""","[""JosieGan""]","[""Fantasy""]",Webnovel,"[""Ongoing""]",C:\Users\DELL\Desktop\Some Web Tutorial\webnovel\frontend\public\images\Primordial__Dual_Cultivator__Dragon_With_System.png
Witch: Accumulate Experience Through The Knight Breathing Technique,8.5,198,"Crossing over to the alien world, he became a fallen noble lord.
But with the help of the proficiency panel, he started to gain EXP through his family's Knight Breath Technique and followed the footsteps of an ancient and mysterious sorcerer step by step.Thus began a mysterious journey.","[""Tian Li""]","[""Fantasy"",""Action"",""Adventure""]",Webnovel,"[""Ongoing""]",C:\Users\DELL\Desktop\Some Web Tutorial\webnovel\frontend\public\images\Witch__Accumulate_Experience_Through_The_Knight_Breathing_Technique.png
